,shrinkage,interaction.depth,n.minobsinnode,n.trees,RMSE,Rsquared,MAE,RMSESD,RsquaredSD,MAESD
142,0.086691317,9,8,2063,14.64038308,0.289960095,10.77078176,5.437060512,0.239438664,3.95685197
634,0.373730467,2,5,3154,14.65116951,0.352457997,11.61991482,5.137928271,0.265350326,3.965634767
191,0.110361587,2,8,1621,14.65284666,0.311885921,10.78008005,6.06105484,0.289309882,3.992973198
325,0.191200346,4,8,4692,14.66508777,0.287192055,10.9898737,5.608712787,0.226320693,3.976497962
374,0.216877467,9,6,1297,14.66878863,0.300580169,11.07542898,5.015301982,0.225242892,2.803480845
910,0.539641033,7,6,2023,14.67284067,0.307777347,11.75536822,4.626479956,0.288879288,3.565661149
295,0.170202266,8,7,1751,14.67575396,0.25939213,11.41948549,5.262311,0.208270701,3.698984186
221,0.13407557,10,6,2805,14.67591167,0.303130733,11.14481711,6.007166781,0.229255494,4.405765571
439,0.253648755,10,9,957,14.68219311,0.336890095,11.07530351,6.55866832,0.276820199,4.624337203
128,0.082023755,6,11,628,14.72842229,0.28557529,10.73606277,6.524144876,0.30242505,4.105611795
309,0.179862194,3,7,2699,14.73965191,0.291378026,11.38855396,5.709918729,0.220827952,4.392764724
95,0.058766166,10,10,2418,14.74128525,0.310845052,10.87425303,5.792469185,0.277856414,4.335890806
659,0.384640411,4,5,1061,14.7473094,0.283037884,11.76018262,5.266458209,0.231505541,3.205959465
73,0.045135445,7,11,1632,14.75736751,0.312582487,10.77234446,6.580902531,0.291577853,4.374827987
36,0.025514536,7,12,2502,14.76569134,0.280571419,10.79257289,6.81918219,0.284096019,4.186890979
433,0.250157284,8,10,92,14.76638307,0.283842062,11.07233101,6.489395848,0.263015441,4.663448498
186,0.106797358,8,7,2828,14.77055557,0.28639647,11.28553739,5.482900914,0.227821096,4.327795937
35,0.025049016,6,12,1014,14.77347662,0.252009642,11.00472616,6.470410571,0.250612941,3.96993336
294,0.169805338,7,7,2320,14.77681209,0.28584605,11.24461711,5.665580679,0.198064122,4.188752582
234,0.142660531,7,6,4164,14.80405456,0.285611412,11.81277254,5.296886879,0.188394015,3.626234589
197,0.114077702,6,10,1858,14.80611434,0.322066486,11.3544153,5.94345018,0.269299531,4.597411434
92,0.057953968,9,10,1750,14.80766004,0.301576143,10.93833912,5.731600855,0.267829462,4.174503998
63,0.036338485,7,10,4814,14.82011836,0.317512022,11.14071175,5.959671628,0.269600817,4.414242899
347,0.202252586,4,10,378,14.8381548,0.303464917,10.87951909,6.19949394,0.301544438,4.319713249
62,0.036109005,8,10,3772,14.84177567,0.313094607,11.09338512,5.96736717,0.277715014,4.270797746
110,0.067222484,9,12,1152,14.86186614,0.282691827,10.85164752,6.778808327,0.291665643,4.147814519
899,0.533721874,7,8,3963,14.86344377,0.300064373,11.53817841,3.954830326,0.254711734,3.230435327
773,0.461274035,10,6,3779,14.86934878,0.339460853,11.48382021,5.002943138,0.2532986,3.442858441
163,0.097630799,4,7,706,14.87624218,0.282715685,11.28900776,6.165180989,0.258879207,4.283442885
779,0.463979435,6,5,325,14.89304069,0.368150165,11.11005662,6.388991856,0.332918504,4.366701224
159,0.096885497,5,9,1382,14.89524658,0.281703414,11.23672002,5.70763374,0.285482763,4.281489963
906,0.53647769,7,7,2445,14.89956771,0.292845399,12.13100306,5.625152743,0.24267943,4.260256155
54,0.032403743,8,12,761,14.9063001,0.253312732,11.18209774,6.624662639,0.242625609,4.181805602
553,0.324162631,3,7,4031,14.90748176,0.299836398,11.50096444,5.517247288,0.175444545,4.058160617
454,0.260952002,10,5,4162,14.9211355,0.306013402,11.89217772,4.609283634,0.192844081,3.557246905
664,0.389708412,6,15,112,14.92251033,0.291878104,11.30280877,7.406664027,0.254904336,4.974928615
448,0.257234657,9,9,3817,14.9254946,0.325854426,11.49491232,5.987071997,0.285722019,4.394018107
108,0.065823635,2,9,3604,14.93482032,0.301947395,11.34782127,5.391661559,0.270160517,4.151683723
668,0.392004643,10,6,3644,14.93574768,0.321505057,12.03827879,6.431892667,0.211100142,4.637494452
548,0.321352593,9,7,2200,14.95545728,0.28487758,11.84158689,4.243499935,0.187411823,3.310729106
896,0.530898116,10,8,3255,14.95899561,0.298770638,12.20319711,4.828889308,0.248579886,3.552186393
199,0.11541037,10,12,1243,14.96371254,0.313132586,10.83318949,6.941192469,0.290860332,4.430889484
147,0.088816423,6,12,891,14.96683522,0.279753521,10.86396372,6.998713568,0.282554941,4.212720121
262,0.154592566,10,9,3751,14.97745186,0.29579621,11.73501918,5.51376578,0.275646032,4.095890603
734,0.437727761,5,7,3539,14.98747505,0.278821972,11.93988995,4.670212907,0.168140736,3.362520088
428,0.247339123,3,11,263,14.99274833,0.311245477,11.21983009,7.448448955,0.257784231,4.940142987
314,0.183287704,2,9,2640,15.00676319,0.301499457,11.49429386,5.842312881,0.274311225,4.549348183
636,0.3756854,4,5,3361,15.01300527,0.284471918,11.43602729,6.027535184,0.294120903,4.615609563
52,0.031613972,7,12,3350,15.01457029,0.28514528,10.8557587,6.837952543,0.287266535,4.165263559
835,0.493634812,6,7,1333,15.02028447,0.263937837,11.88644589,5.401391721,0.210919374,3.880856516
956,0.571688746,1,17,41,15.02255271,0.222597939,11.65150814,6.149298389,0.249997759,4.00179373
266,0.157454982,8,6,4117,15.02977919,0.262802639,11.58743169,5.566248145,0.210685271,3.86945506
145,0.087723251,9,10,2614,15.04845638,0.326198639,11.38134346,5.601779378,0.256502445,4.243610992
610,0.361276351,3,10,3807,15.06579817,0.366561363,11.98888342,5.993267176,0.257909222,4.683460212
791,0.469347094,2,6,1053,15.07157714,0.343087203,11.42832622,6.244008915,0.274426392,4.381114237
862,0.508229483,7,7,934,15.07801287,0.296774145,11.72989434,5.571861601,0.240963461,4.449187178
252,0.149745198,3,9,2749,15.08030697,0.303173139,11.32395706,6.047630386,0.262604253,4.364531186
692,0.407657443,6,7,2456,15.09616755,0.276204937,11.88900753,5.3688132,0.259173764,3.515063921
287,0.166699076,7,9,950,15.09808742,0.319875339,11.35067622,6.338073784,0.302401087,4.486858354
595,0.353485766,7,8,427,15.0988446,0.28706139,11.57774319,4.654251225,0.213409957,3.49458833
2,0.003063032,7,17,4612,15.13406827,0.183191684,11.82645968,5.585416013,0.180142469,3.648273912
693,0.408222522,7,9,2916,15.14285808,0.285648747,11.58469454,6.603636863,0.226351242,4.923206568
45,0.028910733,7,17,826,15.1498354,0.195294308,11.81951328,5.875009616,0.206702547,3.852754283
21,0.018005017,3,13,766,15.15844107,0.215253882,11.43121247,6.146520069,0.222292923,3.990630984
69,0.03912897,7,17,468,15.16000751,0.177543009,11.82820783,5.651214513,0.193936219,3.679552996
578,0.343102817,4,9,2808,15.16583011,0.321567997,11.83288676,5.033000758,0.252815363,3.683504127
57,0.034097487,10,14,501,15.17012375,0.209600435,11.47207736,6.18422357,0.205471826,4.05118151
37,0.026188816,9,17,436,15.17317436,0.169761443,11.94187605,5.408538777,0.162488305,3.50222637
678,0.403020515,2,11,144,15.18201641,0.311730301,10.92994673,6.37235573,0.317938387,3.575575469
113,0.068091378,1,9,408,15.18342772,0.287095599,11.36729045,6.498771903,0.278545499,4.380139728
994,0.594579197,4,9,758,15.18870032,0.32671901,11.75370802,5.853199483,0.26177906,4.497763732
332,0.194584666,9,8,4864,15.19292598,0.262653003,11.65707858,6.199964041,0.263813414,4.426853168
839,0.494986854,10,9,3740,15.19711718,0.345430096,11.9197277,7.058808543,0.302828123,5.703871315
870,0.511411001,3,6,913,15.19825483,0.288091782,11.57262955,5.452692278,0.243431363,3.510503128
168,0.09852284,9,16,549,15.20783562,0.222379056,11.59527823,6.036815556,0.231181748,3.928441312
230,0.139602029,10,10,1611,15.2084816,0.324753041,11.39877223,5.69716367,0.298505069,4.237551672
927,0.555406839,7,6,4320,15.22888063,0.358179851,11.60490615,7.341299716,0.267442235,4.479736878
509,0.290943718,6,9,1836,15.23137468,0.301210155,11.7132083,6.172246343,0.315601472,4.480825368
575,0.341063759,4,6,4951,15.2340924,0.328055082,11.91050678,5.752058647,0.242519849,3.992876861
801,0.476289683,10,7,4372,15.23989012,0.288934426,11.45510218,6.267089976,0.212329173,3.956756641
591,0.352644329,9,7,3898,15.24959793,0.273157613,11.43440103,4.968898935,0.148872795,3.379553115
282,0.163914061,4,10,4621,15.25532468,0.348277409,11.7343152,6.432159888,0.268825134,4.835517997
623,0.367672767,6,13,7,15.27505395,0.148360843,11.99005581,5.167644947,0.11002425,3.254612631
456,0.261550305,1,17,452,15.28381457,0.2537619,11.40336054,6.369060394,0.207306975,4.247647431
150,0.091018115,4,10,1198,15.28803402,0.29906375,11.49504256,5.845019237,0.249601893,4.238046065
967,0.578182266,4,12,1163,15.29429591,0.383550756,11.77576466,6.941122971,0.300325005,5.427242575
27,0.021610552,10,13,1337,15.30357633,0.240409859,11.47726286,6.799776161,0.258029566,4.246812173
42,0.027557269,3,14,756,15.30774519,0.213255634,11.49591838,6.26909796,0.219159751,4.116774523
114,0.068224977,3,10,2922,15.31759232,0.292958982,11.51235643,5.869822706,0.259421534,4.601468899
832,0.491998395,2,9,159,15.3210939,0.254472842,11.57801564,4.841125086,0.228651904,3.556637244
407,0.231908925,3,10,498,15.33199606,0.297632974,11.67675953,6.623161533,0.252507389,4.913449009
827,0.489951768,6,8,3377,15.34222031,0.322875435,12.25893754,4.528937779,0.213322322,2.990320021
618,0.366690406,5,7,3984,15.3504376,0.285723421,11.63064127,6.131670943,0.253372019,4.078089604
551,0.321813514,9,8,2937,15.35050017,0.268265244,11.10863008,5.422950338,0.240014559,3.806550338
602,0.357713099,4,9,551,15.35832686,0.297844744,11.79250999,5.151452974,0.265474192,3.942728692
534,0.310234241,5,11,506,15.36416492,0.313674104,11.70924889,5.81246014,0.230693577,4.679062089
357,0.207277549,7,10,814,15.37679793,0.306226539,11.71944096,6.372771612,0.284167985,4.978288564
16,0.013081931,1,6,2695,15.38197466,0.285410006,11.72931131,6.096081365,0.27527326,4.473565066
223,0.1352443,5,16,210,15.3927802,0.208245858,11.83328736,6.215012554,0.205456422,4.361534515
141,0.086030874,3,16,741,15.397798,0.232347657,11.71686729,6.570788993,0.2250521,4.393620594
324,0.190405035,7,10,2891,15.40409988,0.312846486,11.48641013,5.818577383,0.273040378,4.328736869
706,0.416620583,8,10,3967,15.40530719,0.343641544,12.05102893,6.377899052,0.270216236,5.280703428
365,0.211568673,3,12,1,15.44631291,0.186487419,12.45047987,5.200780934,0.138588557,3.522819854
174,0.101231691,5,11,1885,15.4550787,0.2958134,11.53226635,5.98854509,0.249439258,4.380553938
635,0.375580701,7,8,3293,15.46361516,0.285474545,11.65330914,5.381266906,0.25820119,3.843679393
220,0.132416237,8,11,3368,15.46375597,0.324740852,11.50779526,5.742011181,0.253488195,4.658464774
24,0.02110346,6,14,1836,15.46452099,0.230355009,11.54605693,6.823447305,0.225713583,4.274238156
18,0.014051144,1,17,3848,15.46511703,0.194341786,11.92972614,6.056184636,0.194156895,4.016562075
33,0.024459794,1,16,1829,15.48420492,0.204772576,11.89533077,6.340288664,0.202639465,4.093998676
946,0.566072802,5,9,626,15.48455586,0.31361155,12.3525117,4.641960972,0.234336208,3.183789013
76,0.047582444,3,15,1652,15.48619601,0.245346202,11.39102245,6.859954961,0.243982667,4.317333316
446,0.256231827,5,10,3474,15.48878604,0.289391238,12.31046438,5.142876442,0.242524168,4.285738399
85,0.053902847,6,16,1770,15.49091669,0.234133736,11.54969967,6.550718098,0.221944685,4.427819082
545,0.318068735,3,17,316,15.49837341,0.235082242,11.75317123,5.878099074,0.207556258,3.934754903
850,0.500869846,5,9,29,15.49997911,0.265103658,11.91405061,6.864988866,0.295505736,4.373536856
965,0.577459697,10,7,2763,15.5013157,0.313964678,12.16741469,5.454585584,0.231050118,4.070099963
837,0.49479415,4,8,4149,15.50453938,0.294305736,12.39137074,6.237691453,0.224504127,4.532102584
594,0.353391161,6,10,1147,15.51351327,0.297382601,12.3374458,5.49575767,0.22418821,4.120606477
431,0.249792441,5,10,4743,15.52099309,0.318798752,11.93373289,6.477656089,0.251300666,5.415079025
729,0.436584872,7,6,3412,15.52682189,0.29364503,12.50085521,6.023459806,0.182896762,4.192803829
387,0.223675133,7,17,411,15.52840248,0.226351608,11.57810249,6.100684676,0.224424918,4.05144267
684,0.404074929,7,9,1631,15.53820738,0.288103622,12.43755566,5.4118474,0.222750822,4.401588766
183,0.105904072,7,10,4227,15.53838981,0.30274926,11.8121811,5.772945932,0.269369323,4.302182264
656,0.383235884,5,8,2700,15.54147151,0.278875776,11.39044749,5.44503685,0.227389575,3.962124425
364,0.211531655,5,14,111,15.5444394,0.225103216,11.74193538,6.389267093,0.244337344,4.380411344
457,0.26201587,3,14,232,15.54586141,0.231323455,11.69610247,6.632909416,0.246829805,4.345201428
138,0.085744813,9,13,727,15.54643424,0.2658871,11.59802549,6.925391745,0.279802019,4.191108005
418,0.240876727,8,6,2021,15.55695235,0.26583179,11.89391573,4.763371643,0.192245453,3.299220277
938,0.560636781,10,10,3278,15.58525717,0.30914977,12.30083958,6.028672763,0.236974206,4.945859279
65,0.036738768,9,16,3170,15.58772357,0.254361141,11.47763458,6.689186466,0.218189978,4.343035043
518,0.298984724,6,6,3556,15.5877554,0.239698895,12.32310442,5.427347499,0.200239422,4.018316141
408,0.23417799,9,10,4066,15.58867317,0.300163309,11.96553905,5.952563754,0.271234434,4.67798764
752,0.449340182,10,9,2984,15.59279301,0.298382634,12.12181504,6.262943099,0.278659301,4.511139961
207,0.11878804,10,10,3041,15.59295347,0.29867174,12.026855,6.142670928,0.264633778,4.737161121
415,0.236965596,6,9,1623,15.59384233,0.293741811,12.00737427,6.204260882,0.284603026,4.829105328
593,0.353090367,7,8,2153,15.59422678,0.261913503,12.02470837,4.365372272,0.2298114,2.905404424
977,0.582083989,6,6,2548,15.59522529,0.313910971,11.98980554,4.492953534,0.175753392,3.369917398
131,0.084646622,2,17,1141,15.60618716,0.216903714,11.7825865,6.192735976,0.198517461,4.129640185
900,0.53393892,9,5,2387,15.61474026,0.321910091,12.01243999,6.20948687,0.249488604,4.427027848
53,0.031778649,2,15,3764,15.63471737,0.272798343,11.46184832,7.177403266,0.251503441,4.576210398
874,0.513147596,4,11,1533,15.64404376,0.32056712,12.21407399,5.784044934,0.24667887,4.389694932
783,0.465366968,7,9,412,15.64761537,0.295560044,12.10584416,5.099388046,0.251875888,3.63094111
751,0.449333698,9,5,3526,15.64971483,0.322618313,12.5285598,6.867199343,0.287389092,5.174446442
271,0.159923873,3,11,1488,15.65165031,0.326786233,11.74627866,5.739007401,0.287169606,4.143819571
409,0.23462956,4,10,177,15.65410342,0.261459709,11.54474981,6.790392927,0.26147676,4.434878097
476,0.271941563,2,11,1486,15.67016676,0.327926638,12.06072745,5.82661199,0.26337054,4.449741819
609,0.361245283,8,10,1193,15.67605664,0.295595748,12.26904922,6.518894356,0.330473104,5.233977252
739,0.441562413,7,8,2964,15.67682288,0.27496033,12.27279884,6.163194185,0.215015974,4.117168049
32,0.024313961,1,15,4628,15.67807371,0.265452048,11.51350294,7.1421592,0.260023344,4.531271099
924,0.55352359,2,15,46,15.69108933,0.181718731,11.76858189,5.721713848,0.159340232,4.335886891
205,0.118246099,1,16,953,15.69913915,0.247543991,11.6929672,6.742194278,0.240017538,4.453148261
34,0.024869651,2,16,4809,15.7002992,0.241289543,11.66276593,6.712674519,0.226302806,4.30275667
986,0.585635791,7,8,1496,15.71081499,0.27865015,12.26401596,7.738553107,0.279138395,5.34858289
646,0.379488588,2,5,1991,15.71154302,0.308330009,12.27863513,5.737711706,0.201501653,3.694202782
588,0.34973715,10,10,1087,15.71428804,0.316967337,12.1403717,6.084542357,0.295522156,4.525768113
331,0.194474924,7,12,1440,15.71447775,0.315543854,11.34269823,5.787784448,0.259996296,4.086462334
276,0.162006631,3,14,551,15.72003066,0.270935177,11.59799107,6.822649311,0.272228058,4.094816919
937,0.5605037,8,7,157,15.72190037,0.278241853,11.30045694,5.47208124,0.197548705,3.785772995
794,0.471948621,7,9,4191,15.72215026,0.273013452,12.0848463,5.076530594,0.271348588,3.873966167
26,0.021425113,10,17,3845,15.72308416,0.201721199,11.98918566,6.119202864,0.206706386,4.119894372
132,0.084915421,2,14,1099,15.72319668,0.261057101,11.83626607,6.825823516,0.245606486,4.341559443
802,0.476920097,4,7,1371,15.72465326,0.251829712,12.77751191,5.920944571,0.247527557,4.555187665
520,0.300730039,7,10,4930,15.72882618,0.330759592,12.15664772,6.400303888,0.281668335,4.645743384
677,0.402248382,8,13,41,15.74666325,0.19643935,11.89111446,6.381466388,0.191335419,4.112181538
39,0.026793968,4,14,3528,15.76284044,0.260426124,11.6338994,6.924689199,0.269169758,4.264113429
157,0.096101821,4,11,2537,15.76808354,0.296715454,11.68601555,5.904316346,0.235747321,4.512579583
566,0.332660735,4,10,2357,15.77462144,0.320956529,12.31613545,6.4567416,0.293166669,5.115736557
356,0.207171858,5,13,248,15.7764192,0.256141914,11.80144561,7.084959346,0.279376771,4.273793692
319,0.188161134,6,11,2733,15.78804496,0.335120944,12.09459391,6.124929686,0.264279687,4.361977552
355,0.206936646,3,11,2132,15.79846112,0.298116824,12.02860931,5.631849483,0.251662601,4.422415925
28,0.021946872,5,15,4373,15.80166041,0.236874304,11.78292513,6.766372926,0.229577993,4.315229123
833,0.492840303,9,8,1552,15.80568824,0.265200693,12.35048178,5.960572622,0.191504171,5.049405064
510,0.291007378,2,8,1643,15.80838345,0.247240866,11.96995219,4.591405331,0.213201417,3.587351698
681,0.403431685,9,17,38,15.81080152,0.132588205,12.50364473,5.266182376,0.145316297,3.622177128
239,0.143811168,2,11,3217,15.8184689,0.298657066,11.87734468,5.652108537,0.22873067,4.355095492
840,0.49676462,7,7,80,15.83690889,0.266675617,12.26284583,6.568132167,0.229378887,4.78753197
66,0.037704148,5,16,3254,15.83801753,0.238388532,11.7686822,6.841481253,0.228148233,4.35571179
100,0.062197432,4,11,3936,15.84027642,0.304130173,11.84453901,6.10194573,0.25903401,4.5850381
789,0.468837373,6,10,1343,15.85086756,0.358267701,12.19205739,6.00250851,0.20854508,4.187026238
292,0.168491537,2,10,4612,15.85240193,0.315459838,12.16159356,5.534995797,0.245539284,4.073980579
366,0.212412771,6,10,2571,15.85591876,0.281894511,12.43504582,5.768738198,0.222639542,4.911302226
226,0.136340299,8,11,2999,15.8643894,0.31048542,11.90445814,5.704690916,0.239516531,4.421051344
211,0.12360459,2,15,992,15.86580314,0.258983434,11.82466769,6.966087196,0.244760176,4.305733975
105,0.065081656,3,14,1136,15.86581299,0.241167571,11.8428489,7.165242243,0.24900433,4.415707126
675,0.400053099,6,10,2588,15.86969395,0.399300149,12.08904055,6.376613153,0.264074204,4.790568269
825,0.488696281,4,6,3327,15.89925331,0.290618993,12.34165305,4.888561,0.245587065,3.694421245
148,0.089252607,8,12,3624,15.9159845,0.288097304,11.50591867,5.799085807,0.272026408,4.104659662
511,0.291490879,6,7,2655,15.95080638,0.245800585,12.0943828,5.963641836,0.257479935,4.282063854
277,0.162659554,8,10,4568,15.95607305,0.301529138,12.39157167,5.878001856,0.253010277,4.486984701
836,0.494053759,4,6,2195,15.95787227,0.248149419,12.36467238,5.538872665,0.236962262,3.783891479
765,0.453917172,2,7,4264,15.98519175,0.2698435,12.12170663,5.758779974,0.251993547,3.614718638
389,0.224654463,9,14,472,15.99697435,0.271097549,12.11651025,6.863770529,0.252917841,4.514227877
538,0.315196763,6,10,3660,15.99813371,0.264303096,12.42550099,5.438085655,0.216770513,4.54339143
701,0.413274081,3,10,683,15.99921161,0.262159714,12.47019823,5.193780657,0.20391621,4.444499968
169,0.098887567,8,17,1078,16.01137844,0.195833913,12.14966842,5.886407997,0.220163108,3.815797171
486,0.278996891,4,11,4191,16.02579134,0.283972474,12.64695925,5.264056194,0.218907915,4.100312042
77,0.050934383,5,14,2594,16.0659066,0.262351983,11.807979,6.960883295,0.257168826,4.224062944
740,0.442507754,7,9,4332,16.07003285,0.265896419,12.38287211,4.760513191,0.270074596,3.947603112
264,0.156892117,9,10,2963,16.07062512,0.268380494,12.36838568,5.343221195,0.234041336,4.069696109
151,0.091024043,1,16,2315,16.07621785,0.241856674,11.88717729,6.526575126,0.231906052,4.227839854
1000,0.599430775,4,10,2365,16.07895553,0.307882547,12.55741477,5.949583267,0.257917693,4.441098825
705,0.416178681,5,12,157,16.0820172,0.250674069,11.8631316,7.093915484,0.266049393,4.616023974
305,0.176724706,9,10,3206,16.09832892,0.287348622,12.15253903,5.844123782,0.251313552,4.463986969
820,0.485105902,6,9,1444,16.1108389,0.301869126,12.46329595,6.358481018,0.234659797,4.45734961
224,0.135856891,8,11,4692,16.12083166,0.301778859,12.41798502,5.759483707,0.235114478,4.838702828
156,0.094961835,9,15,1928,16.12797513,0.262402123,11.99617479,7.139984466,0.256775403,4.487320589
424,0.244976392,1,13,345,16.12922953,0.252364067,11.86805983,6.901616456,0.271744046,4.287023337
798,0.473843717,4,10,1124,16.14061978,0.278077023,12.79713953,6.207852723,0.292413039,5.305403277
146,0.088540315,6,16,1562,16.16368677,0.227563856,12.13057403,6.804972964,0.237154234,4.547861582
766,0.453987455,4,6,2397,16.16385246,0.234406025,12.93697004,5.397574943,0.22243403,4.310808719
853,0.501589139,6,12,716,16.16891053,0.369076967,12.60737223,7.139988463,0.25048967,4.528496659
894,0.5300706,4,6,1061,16.17543946,0.25411126,12.24676819,6.004432229,0.154970481,4.751646131
611,0.361393723,2,11,738,16.18064552,0.273374255,12.21698819,5.674303772,0.241637905,4.710640411
61,0.035971105,2,14,3800,16.18355447,0.263558555,12.14728802,7.133037014,0.264239139,4.224776905
564,0.332018426,6,13,271,16.19323213,0.264856094,11.98655769,6.689096757,0.255647733,3.859351448
104,0.064238731,2,16,2879,16.19651037,0.243493535,12.12967506,7.149721608,0.249205247,4.569180053
671,0.395164171,3,6,437,16.19668794,0.2302123,12.6613253,5.819236204,0.198598524,4.597829092
268,0.15868217,2,12,2679,16.20126712,0.304702259,11.96004195,5.93380972,0.272306716,4.466685405
613,0.362069963,2,10,3977,16.22491125,0.270438361,12.82964301,5.23189686,0.244470439,4.055847586
658,0.383697251,8,15,293,16.23097659,0.216657519,12.15965518,6.979699544,0.23814867,4.594509016
557,0.327248882,10,10,982,16.23161311,0.275885443,12.49383005,6.589245912,0.282395651,5.171782232
914,0.540957233,2,10,255,16.23900512,0.28690494,12.40102781,6.414544234,0.323037304,4.719671952
736,0.438725374,4,10,1869,16.25554754,0.338398845,12.76457632,6.67568385,0.260929865,5.140117806
472,0.269980199,8,11,2311,16.25569595,0.324326834,12.58362491,5.62797465,0.257431882,4.534540585
599,0.35599173,6,9,4415,16.25893379,0.261440391,12.44252999,5.698556693,0.209406624,4.280810572
91,0.057647219,6,13,1999,16.27379061,0.257581769,12.07837603,6.884708313,0.26504162,4.071370914
768,0.455659105,7,9,1861,16.27726535,0.226655775,12.27219058,4.586211257,0.177974936,3.551684911
560,0.328814204,2,12,897,16.27876826,0.286270353,12.0013006,7.1455777,0.264826468,5.362036309
695,0.409433665,7,12,903,16.27916085,0.315277737,12.27872421,7.008185782,0.334238976,4.992158589
604,0.358299911,4,15,526,16.27982524,0.284911755,12.2517263,7.436446521,0.261859052,5.222618899
173,0.101158827,3,14,1799,16.31227441,0.299117707,12.02919362,7.372199745,0.272503924,4.584174573
